iso3_country,sector,subsector,start_Time,end_time,gas,emissions_quantity,temporal_granularity,Emission_qty_avg_replaced
ABW,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
ABW,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
ABW,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
ABW,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
ABW,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
ABW,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
ABW,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
ABW,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
ABW,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
ABW,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
ABW,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
AFG,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
AFG,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
AFG,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
AFG,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
AFG,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
AFG,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
AFG,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
AFG,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
AFG,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
AFG,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
AFG,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
AGO,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
AGO,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
AGO,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
AGO,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
AGO,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
AGO,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
AGO,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
AGO,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
AGO,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
AGO,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
AGO,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
AIA,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
AIA,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
AIA,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
AIA,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
AIA,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
AIA,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
AIA,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
AIA,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
AIA,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
AIA,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
AIA,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
ALA,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
ALA,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
ALA,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
ALA,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
ALA,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
ALA,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
ALA,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
ALA,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
ALA,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
ALA,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
ALA,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
ALB,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
ALB,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
ALB,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
ALB,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
ALB,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
ALB,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
ALB,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
ALB,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
ALB,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
ALB,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
ALB,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
AND,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
AND,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
AND,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
AND,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
AND,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
AND,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
AND,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
AND,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
AND,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
AND,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
AND,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
ARE,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
ARE,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
ARE,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
ARE,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
ARE,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
ARE,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
ARE,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
ARE,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
ARE,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
ARE,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
ARE,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
ARG,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
ARG,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
ARG,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
ARG,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
ARG,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
ARG,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
ARG,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
ARG,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
ARG,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
ARG,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
ARG,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
ARM,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
ARM,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
ARM,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
ARM,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
ARM,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
ARM,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
ARM,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
ARM,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
ARM,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
ARM,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
ARM,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
ASM,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
ASM,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
ASM,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
ASM,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
ASM,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
ASM,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
ASM,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
ASM,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
ASM,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
ASM,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
ASM,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
ATA,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
ATA,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
ATA,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
ATA,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
ATA,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
ATA,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
ATA,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
ATA,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
ATA,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
ATA,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
ATA,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
ATF,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
ATF,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
ATF,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
ATF,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
ATF,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
ATF,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
ATF,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
ATF,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
ATF,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
ATF,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
ATF,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
ATG,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
ATG,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
ATG,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
ATG,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
ATG,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
ATG,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
ATG,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
ATG,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
ATG,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
ATG,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
ATG,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
AUS,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,1074472,annual,1074472
AUS,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,1109106,annual,1109106
AUS,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,1187511,annual,1187511
AUS,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,1274189,annual,1274189
AUS,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,1401624,annual,1401624
AUS,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,1387562,annual,1387562
AUS,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,1421274,annual,1421274
AUS,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,1480974,annual,1480974
AUS,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,1507151,annual,1507151
AUS,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,1555433,annual,1555433
AUS,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,1422969.22,annual,1422969.217
AUT,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,11474,annual,11474.00005
AUT,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,9346,annual,9346.00004
AUT,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,10206,annual,10206.00004
AUT,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,10206,annual,10206.00004
AUT,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,13618,annual,13618.00006
AUT,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,12150,annual,12150.00005
AUT,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,9660,annual,9660.000041
AUT,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,12166,annual,12166.00005
AUT,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,12401,annual,12401.00005
AUT,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,14456,annual,14456.00006
AUT,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,13141.95,annual,13141.9526
AZE,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
AZE,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
AZE,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
AZE,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
AZE,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
AZE,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
AZE,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
AZE,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
AZE,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
AZE,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
AZE,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
BDI,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
BDI,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
BDI,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
BDI,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
BDI,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
BDI,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
BDI,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
BDI,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
BDI,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
BDI,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
BDI,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
BEL,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
BEL,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
BEL,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
BEL,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
BEL,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
BEL,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
BEL,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
BEL,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
BEL,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
BEL,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
BEL,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
BEN,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
BEN,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
BEN,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
BEN,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
BEN,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
BEN,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
BEN,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
BEN,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
BEN,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
BEN,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
BEN,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
BES,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
BES,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
BES,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
BES,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
BES,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
BES,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
BES,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
BES,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
BES,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
BES,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
BES,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
BFA,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
BFA,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
BFA,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
BFA,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
BFA,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
BFA,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
BFA,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
BFA,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
BFA,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
BFA,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
BFA,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
BGD,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
BGD,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
BGD,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
BGD,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
BGD,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
BGD,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
BGD,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
BGD,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
BGD,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
BGD,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
BGD,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
BGR,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
BGR,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
BGR,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
BGR,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
BGR,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
BGR,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
BGR,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
BGR,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
BGR,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
BGR,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
BGR,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
BHR,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
BHR,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
BHR,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
BHR,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
BHR,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
BHR,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
BHR,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
BHR,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
BHR,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
BHR,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
BHR,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
BHS,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
BHS,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
BHS,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
BHS,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
BHS,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
BHS,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
BHS,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
BHS,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
BHS,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
BHS,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
BHS,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
BIH,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,540291,annual,540290.9988
BIH,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,572178,annual,572177.9987
BIH,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,555090,annual,555089.9988
BIH,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,466662,annual,466661.999
BIH,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,465656,annual,465655.999
BIH,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,418500,annual,418499.9991
BIH,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,404754,annual,404754
BIH,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,506101,annual,506101
BIH,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,512193,annual,512193
BIH,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,592788,annual,592788
BIH,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,539633.94,annual,539633.9445
BLM,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
BLM,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
BLM,mineral-extraction,bauxite-mining,2017,2017,co2e_100yr,0,annual,25116.93002
BLM,mineral-extraction,bauxite-mining,2018,2018,co2e_100yr,0,annual,25116.93002
BLM,mineral-extraction,bauxite-mining,2019,2019,co2e_100yr,0,annual,25116.93002
BLM,mineral-extraction,bauxite-mining,2020,2020,co2e_100yr,0,annual,25116.93002
BLM,mineral-extraction,bauxite-mining,2021,2021,co2e_100yr,0,annual,25116.93002
BLM,mineral-extraction,bauxite-mining,2022,2022,co2e_100yr,0,annual,25116.93002
BLM,mineral-extraction,bauxite-mining,2023,2023,co2e_100yr,0,annual,25116.93002
BLM,mineral-extraction,bauxite-mining,2024,2024,co2e_100yr,0,annual,25116.93002
BLM,mineral-extraction,bauxite-mining,2025,2025,co2e_100yr,0,annual,25116.93002
BLR,mineral-extraction,bauxite-mining,2015,2015,co2e_100yr,0,annual,25116.93002
BLR,mineral-extraction,bauxite-mining,2016,2016,co2e_100yr,0,annual,25116.93002
