iso3_country,Country Name,subsector,start_time,end_time,gas,emissions_quantity,Emssion_qty_avg_replaced,GDP per capita (current US$),Population,Unnamed: 10,Unnamed: 11,Unnamed: 12,Total_GDP,Emissions_Intensity,Emissions_per_capita,Avg_Intensity_2015_2024,log_GDP_pc,log_Emissions_Intensity,log_Emissions_per_capita
AGO,Angola,bauxite-mining,2015,2015,co2e_100yr,0.0,25116.93002,3641.7289391994404,28157798,,,,102543067840.73213,6.896979549917146,0.0008920061867053666,69.45832591415362,8.200213831158477,1.931083569375474,-7.022037377533129
AGO,Angola,bauxite-mining,2016,2016,co2e_100yr,0.0,25116.93002,2051.8146212625306,29183070,,,,59878249719.32792,12.241325195618769,0.000860667846802958,69.45832591415362,7.626479861694374,2.504817538839577,-7.057801787849336
AGO,Angola,bauxite-mining,2017,2017,co2e_100yr,0.0,25116.93002,2790.718868697683,30234839,,,,84376935689.33658,9.000164904364254,0.000830728088877867,69.45832591415362,7.934054500658451,2.1972428998755,-7.093207905810474
AGO,Angola,bauxite-mining,2018,2018,co2e_100yr,0.0,25116.93002,2860.093648368199,31297155,,,,89512794227.49503,8.78185580892788,0.0008025307738035613,69.45832591415362,7.958609647462504,2.1726877530714472,-7.1277402316707725
AGO,Angola,bauxite-mining,2019,2019,co2e_100yr,0.0,25116.93002,2860.093648368199,32375632,,,,92597339445.10622,8.78185580892788,0.0007757973657471767,69.45832591415362,7.958609647462504,2.1726877530714472,-7.161619069595379
AGO,Angola,bauxite-mining,2020,2020,co2e_100yr,0.0,25116.93002,1759.356199182642,33451132,,,,58852456453.876854,14.27620514348872,0.0007508544111451893,69.45832591415362,7.472703225193597,2.658594175340354,-7.194298651804905
AGO,Angola,bauxite-mining,2021,2021,co2e_100yr,0.0,25116.93002,2303.908126627765,34532429,,,,79559543805.2963,10.901880040140187,0.0007273432755048884,69.45832591415362,7.742362145425141,2.38893525510881,-7.226111873499362
AGO,Angola,bauxite-mining,2022,2022,co2e_100yr,0.0,25116.93002,3682.113151369797,35635029,,,,131212208930.3441,6.821335735067282,0.0007048382090554774,69.45832591415362,8.211242092274068,1.9200553082598832,-7.257542130313955
AGO,Angola,bauxite-mining,2023,2023,co2e_100yr,0.0,25116.93002,2916.136632842746,36749906,,,,107167747140.12744,8.613084084306156,0.0006834556262538468,69.45832591415362,7.978014948286915,2.153282452247037,-7.288348678947501
AGO,Angola,bauxite-mining,2024,2024,co2e_100yr,0.0,25116.93002,2665.874447767527,37885849,,,,100998916781.0789,9.421647760281274,0.0006629633671400633,69.45832591415362,7.888287405769061,2.2430099947648907,-7.318790671649448
ALB,Albania,bauxite-mining,2015,2015,co2e_100yr,0.0,25116.93002,4199.539129253976,2731293,,,,11470171826.95748,5.980877721804172,0.009195985205541844,16.329457276810583,8.342730067120554,1.7885673334133982,-4.688988270000938
ALB,Albania,bauxite-mining,2016,2016,co2e_100yr,0.0,25116.93002,4457.634122074947,2689469,,,,11988668784.662786,5.634587615797532,0.00933899220255002,16.329457276810583,8.402373438364819,1.728923962169133,-4.673556923081256
ALB,Albania,bauxite-mining,2017,2017,co2e_100yr,0.0,25116.93002,5006.360129519591,2648285,,,,13258268435.604792,5.0170042446407495,0.009484224703912154,16.329457276810583,8.518464408980618,1.6128329915533326,-4.658125407568531
ALB,Albania,bauxite-mining,2018,2018,co2e_100yr,0.0,25116.93002,5897.654525887742,2607733,,,,15379508329.75682,4.258799817749461,0.009631710769469113,16.329457276810583,8.68231001286951,1.448987387664442,-4.642694408570831
ALB,Albania,bauxite-mining,2019,2019,co2e_100yr,0.0,25116.93002,5897.654525887742,2567801,,,,15144003189.22907,4.258799817749461,0.009781493978700062,16.329457276810583,8.68231001286951,1.448987387664442,-4.627263037820136
ALB,Albania,bauxite-mining,2020,2020,co2e_100yr,0.0,25116.93002,6027.913507163485,2528480,,,,15241458744.592728,4.166770141965608,0.00993360834177055,16.329457276810583,8.704156211130421,1.427141189403531,-4.611831479042144
ALB,Albania,bauxite-mining,2021,2021,co2e_100yr,0.0,25116.93002,7242.455131466127,2489762,,,,18031989573.029366,3.4680132032679163,0.010088084732596932,16.329457276810583,8.887715534452223,1.2435818660817275,-4.596400271096655
ALB,Albania,bauxite-mining,2022,2022,co2e_100yr,0.0,25116.93002,7756.961887442532,2451636,,,,19017247013.88206,3.2379854876766765,0.010244967042415759,16.329457276810583,8.95634602716728,1.174951373366671,-4.580968704478871
